142,12,255,167,138,84,127,98
142,12,255,167,138,84,127,98
142,42,255,167,138,84,127,98
142,42,255,167,138,84,127,98
142,42,255,167,138,84,127,98
142,42,255,167,138,84,127,98
142,42,255,167,138,84,127,98
142,42,255,167,138,84,127,98
142,42,255,159,138,84,127,98
142,42,255,159,138,84,127,98
142,42,255,159,138,84,127,98
142,42,255,159,138,84,127,98
142,42,255,159,132,84,127,98
142,42,255,159,132,84,127,98
142,42,255,159,132,84,127,98
142,42,255,159,132,78,127,98
142,42,255,159,132,78,127,98
142,42,255,159,132,78,127,98
142,42,255,159,132,78,133,98
142,42,255,159,132,78,133,98
142,42,255,159,132,78,133,98
142,42,255,159,132,78,133,91
142,42,255,159,132,78,133,91
142,42,255,159,132,78,133,91
137,42,255,159,132,78,133,91
137,42,255,159,132,78,133,91
137,42,255,159,132,78,133,91
137,42,255,159,132,78,133,91
137,42,255,159,132,78,133,91
137,42,255,159,132,78,133,91
137,42,255,159,132,78,133,91
137,42,255,159,132,78,133,91
137,42,255,159,132,78,133,91
137,42,255,150,132,78,133,91
137,42,255,150,132,78,133,91
137,42,255,150,132,78,133,91
137,42,255,150,132,78,133,91
137,42,255,150,132,78,133,91
137,42,255,150,132,78,133,91
137,42,255,150,132,78,133,91
137,42,255,150,132,70,133,91
137,42,255,150,132,70,133,91
137,42,255,150,132,70,133,91
137,42,255,150,132,70,139,91
137,42,255,150,132,70,139,91
137,42,255,150,132,70,139,91
137,42,255,150,132,70,139,80
137,42,255,150,132,70,139,80
137,42,255,150,132,70,139,80
144,42,255,150,132,70,139,80
144,42,255,150,132,70,139,80
144,42,255,150,132,70,139,80
144,21,255,150,132,70,139,80
144,21,255,150,132,70,139,80
144,21,255,150,132,70,139,80
144,21,255,150,132,70,139,80
144,21,255,150,132,70,139,80
144,21,255,141,132,70,139,80
144,21,255,141,132,70,139,80
144,21,255,141,132,70,139,80
144,21,255,141,132,70,139,80
144,21,255,141,135,70,139,80
144,21,255,141,135,70,139,80
144,21,255,141,135,70,139,80
144,21,255,141,135,62,139,80
144,21,255,141,135,62,139,80
144,21,255,141,135,62,139,80
144,21,255,141,135,62,144,80
144,21,255,141,135,62,144,80
144,21,255,141,135,62,144,80
144,21,255,141,135,62,144,73
144,21,255,141,135,62,144,73
144,21,255,141,135,62,144,73
150,21,255,141,135,62,144,73
150,21,255,141,135,62,144,73
150,21,255,141,135,62,144,73
150,42,255,141,135,62,144,73
150,42,255,141,135,62,144,73
150,42,255,141,135,62,144,73
150,42,255,141,135,62,144,73
150,42,255,141,135,62,144,73
150,42,255,141,135,62,144,73
150,42,255,146,135,62,144,73
150,42,255,146,135,62,144,73
150,42,255,146,135,62,144,73
150,42,255,146,139,62,144,73
150,42,255,146,139,62,144,73
150,42,255,146,139,62,144,73
150,42,255,146,139,57,144,73
150,42,255,146,139,57,144,73
150,42,255,146,139,57,144,73
150,42,255,146,139,57,148,73
150,42,255,146,139,57,148,73
150,42,255,146,139,57,148,73
150,42,255,146,139,57,148,73
150,42,255,146,139,57,148,65
150,42,255,146,139,57,148,65
150,42,255,146,139,57,148,65
150,42,255,146,139,57,148,65
150,42,255,146,139,57,148,65
150,42,255,146,139,57,148,65
150,21,255,146,139,57,148,65
150,21,255,146,139,57,148,65
150,21,255,146,139,57,148,65
150,21,251,146,139,57,148,65
150,21,251,146,139,57,148,65
150,21,251,146,139,57,148,65
150,21,251,146,139,57,148,65
150,21,251,149,139,57,148,65
150,21,251,149,139,57,148,65
150,21,251,149,139,57,148,65
150,21,251,149,143,57,148,65
150,21,251,149,143,57,148,65
150,21,251,149,143,57,148,65
150,21,251,149,143,52,148,65
150,21,251,149,143,52,148,65
150,21,251,149,143,52,148,65
150,21,251,149,143,52,152,65
150,21,251,149,143,52,152,65
150,21,251,149,143,52,152,65
150,21,251,149,143,52,152,62
150,21,251,149,143,52,152,62
150,21,251,149,143,52,152,62
159,21,251,149,143,52,152,62
159,21,251,149,143,52,152,62
159,21,251,149,143,52,152,62
159,42,251,149,143,52,152,62
159,42,251,149,143,52,152,62
159,42,251,149,143,52,152,62
159,42,251,149,143,52,152,62
159,42,125,149,143,52,152,62
159,42,125,149,143,52,152,62
159,42,125,149,143,52,152,62
159,42,125,168,143,52,152,62
159,42,125,168,143,52,152,62
159,42,125,168,143,52,152,62
159,42,125,168,154,52,152,62
159,42,125,168,154,52,152,62
159,42,125,168,154,52,152,62
159,42,125,168,154,57,152,62
159,42,125,168,154,57,152,62
159,42,125,168,154,57,152,62
159,42,125,168,154,57,152,62
159,42,125,168,154,57,156,62
159,42,125,168,154,57,156,62
159,42,125,168,154,57,156,62
159,42,125,168,154,57,156,66
159,42,125,168,154,57,156,66
159,42,125,168,154,57,156,66
165,42,125,168,154,57,156,66
165,42,125,168,154,57,156,66
165,42,125,168,154,57,156,66
165,42,125,168,154,57,156,66
165,42,125,168,154,57,156,66
165,42,125,168,154,57,156,66
165,42,230,168,154,57,156,66
165,42,230,168,154,57,156,66
165,42,230,168,154,57,156,66
165,42,230,189,154,57,156,66
165,42,230,189,154,57,156,66
